Analysis Methodology
Poster Analysis Parameters:
1. Color Features:
   - RGB and HSV histograms (32 bins per channel)
"   - LAB color space moments (mean, std, skewness)"
   - Color variation in different color spaces
""
2. Texture Features:
   - Sobel gradient analysis (edges and details)
"   - GLCM (contrast, dissimilarity, homogeneity, energy, correlation)"
   - Local Binary Patterns (local texture patterns)
""
3. Composition Features:
   - Rule of thirds analysis
   - Vertical and horizontal symmetry
   - Edge density (visual complexity)
""
4. Ranking Criteria:
   - Color variation (30%): Diversity of colors in RGB and HSV spaces
   - Visual appeal (20%): Brightness and saturation
   - Texture quality (25%): Contrast and homogeneity
   - Composition (15%): Edge density and visual complexity
   - Balance (10%): Vertical and horizontal symmetry
""
5. Additional Information:
   - midjourney_prompt: Original prompt used to generate the image
   - Rankings: All 172 images are ranked from 1 (highest score) to 172 (lowest score)
   - Score: Higher scores indicate better performance across all metrics
""
Data starts below:

file_path,filename,midjourney_prompt,color_variation_rgb,color_variation_hsv,brightness,saturation,texture_contrast,texture_homogeneity,edge_density,vertical_symmetry,horizontal_symmetry,score,rank
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/An innovative basketball scene where the maze appears inverted, with the player executing a jump shot from what seems like the ceiling. The maze walls, painted in lime greens and sky blues, and the glowing yellow basketball add a visually arresti copy.png","An innovative basketball scene where the maze appears inverted, with the player executing a jump shot from what seems like the ceiling. The maze walls, painted in lime greens and sky blues, and the glowing yellow basketball add a visually arresti copy.png","An innovative basketball scene where the maze appears inverted, with the player executing a jump shot from what seems like the ceiling. The maze walls, painted in lime greens and sky blues, and the glowing yellow basketball add a visually arresti copy",1916.3598957398374,2359.944614463088,93.74428013392857,115.9213568239796,323.9814564338209,6.798384082668903,0.16759008290816327,126.25,126.16326530612245,0.42905775439371785,118
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball .png","A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball .png","A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball",2056.54835221543,2727.211678925321,102.89817841198979,110.49123086734694,317.5162312792943,6.602728869610424,0.12264827806122448,126.11224489795919,126.05102040816327,0.4284778243733463,119
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/Media and press cover a high-profile basketball game within the maze, with cameras and microphones depicted in bright, flashy colors, adding a layer of realism and excitement copy.png","Media and press cover a high-profile basketball game within the maze, with cameras and microphones depicted in bright, flashy colors, adding a layer of realism and excitement copy.png","Media and press cover a high-profile basketball game within the maze, with cameras and microphones depicted in bright, flashy colors, adding a layer of realism and excitement copy",1553.8214920532753,1310.6794357635024,87.7065728635204,143.04968510841837,439.41556292673164,7.42463417897166,0.17631935586734693,126.24489795918367,126.90816326530613,0.4283026287360132,120
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/ basketball player makes a daring jump shot through a loop-shaped hoop that twists through the maze. The maze’s walls are adorned in lime greens and sky blues, and the basketball emits a sunny yellow trail, adding a challenging and novel element .png"," basketball player makes a daring jump shot through a loop-shaped hoop that twists through the maze. The maze’s walls are adorned in lime greens and sky blues, and the basketball emits a sunny yellow trail, adding a challenging and novel element .png"," basketball player makes a daring jump shot through a loop-shaped hoop that twists through the maze. The maze’s walls are adorned in lime greens and sky blues, and the basketball emits a sunny yellow trail, adding a challenging and novel element",2187.670293371467,2345.5892116907426,104.0625996492347,110.37882653061224,318.9677649439523,6.409371702653359,0.12179129464285714,126.67857142857143,126.93367346938776,0.42819212685147645,121
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/Illustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors .png","Illustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors .png","Illustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors",2433.786136523366,2268.821426791158,70.59933035714286,140.40583147321428,309.14586058114503,5.433702964368551,0.12061543367346939,125.89795918367346,126.0,0.4273784453842192,122
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A poignant scene where a basketball player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support.png","A poignant scene where a basketball player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support.png","A poignant scene where a basketball player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support",2173.609061944366,2714.003124230577,80.41669323979592,122.68722098214286,303.5196724756116,6.081326572742305,0.13938934948979592,126.20408163265306,125.5561224489796,0.4268046239685006,123
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A basketball player makes a daring jump shot through a loop-shaped hoop that twists through the maze. The maze’s walls are adorned in lime greens and sky blues, and the basketball emits a sunny yellow trail, adding a challenging and novel element 2.png","A basketball player makes a daring jump shot through a loop-shaped hoop that twists through the maze. The maze’s walls are adorned in lime greens and sky blues, and the basketball emits a sunny yellow trail, adding a challenging and novel element 2.png","A basketball player makes a daring jump shot through a loop-shaped hoop that twists through the maze. The maze’s walls are adorned in lime greens and sky blues, and the basketball emits a sunny yellow trail, adding a challenging and novel element",1978.8646366035248,2264.0335502519983,111.4125677614796,110.55885283801021,324.9954571380807,6.394749379869375,0.1317562181122449,127.00510204081633,126.91836734693878,0.4266381878771328,124
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/ches giving instructions, all set against a backdrop of motivational banners in bright colors.png","ches giving instructions, all set against a backdrop of motivational banners in bright colors.png","ches giving instructions, all set against a backdrop of motivational banners in bright colors",2060.396760941931,2405.61877867906,89.99709024234694,138.31204161352042,295.12827840046657,5.764288633400778,0.08994339923469388,126.70918367346938,126.70918367346938,0.4253015479819814,125
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/Media and press cover a high-profile basketball game within the maze, with cameras and microphones depicted in bright, flashy colors, adding a layer of realism and excitement32.png","Media and press cover a high-profile basketball game within the maze, with cameras and microphones depicted in bright, flashy colors, adding a layer of realism and excitement32.png","Media and press cover a high-profile basketball game within the maze, with cameras and microphones depicted in bright, flashy colors, adding a layer of realism and excitement",1678.917272629397,1318.9512010811216,84.58430325255102,146.7667012117347,388.3399811865048,7.159511567416444,0.16101323341836735,126.7704081632653,126.9234693877551,0.4218172967891437,126
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A basketball player makes a daring jump shot through a loop-shaped hoop that twists through the maze. The maze’s walls are adorned in lime greens and sky blues, and the basketball emits a sunny yellow trail, adding a challenging and novel element co.png","A basketball player makes a daring jump shot through a loop-shaped hoop that twists through the maze. The maze’s walls are adorned in lime greens and sky blues, and the basketball emits a sunny yellow trail, adding a challenging and novel element co.png","A basketball player makes a daring jump shot through a loop-shaped hoop that twists through the maze. The maze’s walls are adorned in lime greens and sky blues, and the basketball emits a sunny yellow trail, adding a challenging and novel element co",1620.0292564230642,2080.5186052200224,90.62549824617346,111.23736447704081,330.93521135380644,8.108726835664795,0.1935985331632653,127.05102040816327,126.66326530612245,0.4211902982487416,127
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/An enchanting scene of a nighttime basketball game under a starlit sky in California. The court is lit by soft, ambient lights, with stars and a crescent moon visible above. The scene is both magical and peaceful, emphasizing the joy of playing.png","An enchanting scene of a nighttime basketball game under a starlit sky in California. The court is lit by soft, ambient lights, with stars and a crescent moon visible above. The scene is both magical and peaceful, emphasizing the joy of playing.png","An enchanting scene of a nighttime basketball game under a starlit sky in California. The court is lit by soft, ambient lights, with stars and a crescent moon visible above. The scene is both magical and peaceful, emphasizing the joy of playing",2321.1933577723908,2695.508366554752,73.36001275510205,120.9618144132653,262.3345327477367,6.785316684610094,0.12416294642857142,124.43367346938776,126.13265306122449,0.4201551722553246,128
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A sequence depicting a perfect pass through a narrow alley of the maze. The basketball, glowing in sunny yellow, flies between players dressed in lime greens and sky blues, highlighting teamwork and precision amidst the colorful chaos of the maze .png","A sequence depicting a perfect pass through a narrow alley of the maze. The basketball, glowing in sunny yellow, flies between players dressed in lime greens and sky blues, highlighting teamwork and precision amidst the colorful chaos of the maze .png","A sequence depicting a perfect pass through a narrow alley of the maze. The basketball, glowing in sunny yellow, flies between players dressed in lime greens and sky blues, highlighting teamwork and precision amidst the colorful chaos of the maze",1537.5514083546389,1408.7437222575297,91.37519929846938,134.4161152742347,416.4546187977262,7.747720488662546,0.17725605867346939,126.46938775510205,126.54591836734694,0.41809326682656944,129
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A creative basketball poster featuring a player standing triumphantly on top of the basketball hoop, overlooking the maze. .png","A creative basketball poster featuring a player standing triumphantly on top of the basketball hoop, overlooking the maze. .png","A creative basketball poster featuring a player standing triumphantly on top of the basketball hoop, overlooking the maze.",1673.7145814026953,2673.0303924883956,121.11003268494898,103.98690609056122,356.81423157303175,6.150165921614286,0.1250797193877551,126.04081632653062,126.16326530612245,0.4178860530970847,130
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/3 - A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball game.png","3 - A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball game.png","3 - A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball game",2777.3270760751243,2774.8819006400977,80.7514349489796,115.91671316964286,286.8565506447702,5.459436220001167,0.08486128826530612,125.87755102040816,125.59183673469387,0.4171070625804129,131
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/312A sequence depicting a perfect pass through a narrow alley of the maze. The basketball, glowing in sunny yellow, flies between players dressed in lime greens and sky blues, highlighting teamwork and precision amidst the colorful chaos of the maze.png","312A sequence depicting a perfect pass through a narrow alley of the maze. The basketball, glowing in sunny yellow, flies between players dressed in lime greens and sky blues, highlighting teamwork and precision amidst the colorful chaos of the maze.png","312A sequence depicting a perfect pass through a narrow alley of the maze. The basketball, glowing in sunny yellow, flies between players dressed in lime greens and sky blues, highlighting teamwork and precision amidst the colorful chaos of the maze",1551.666979949843,1710.600954343239,92.78238600127551,136.74679129464286,420.3225414511159,6.9836893205504635,0.14638472576530612,126.31122448979592,126.19897959183673,0.41284255018921656,132
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/Media and press cover a high-profile basketball game within the maze, with cameras and microphones depicted in bright, flashy colors, adding a layer of realism and excitement .png","Media and press cover a high-profile basketball game within the maze, with cameras and microphones depicted in bright, flashy colors, adding a layer of realism and excitement .png","Media and press cover a high-profile basketball game within the maze, with cameras and microphones depicted in bright, flashy colors, adding a layer of realism and excitement",1715.2942835463152,1329.070814203166,88.07079081632654,144.88438695790816,370.8312722623284,6.850731193926653,0.15330038265306123,126.18877551020408,126.73469387755102,0.4124723242012336,133
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/Illustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors.png","Illustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors.png","Illustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors",1783.5180005633063,1590.392247214504,109.85084502551021,153.9700852997449,247.898038042834,4.977600752391526,0.10925542091836735,127.25510204081633,126.66326530612245,0.41057483016631086,134
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/dynamic basketball poster showing the arc of a basketball as it flies toward the hoop, with the player leaping along its path..png","dynamic basketball poster showing the arc of a basketball as it flies toward the hoop, with the player leaping along its path..png","dynamic basketball poster showing the arc of a basketball as it flies toward the hoop, with the player leaping along its path",1504.5470317784464,1812.0249607368364,97.26006457270408,122.07487643494898,352.2046091123499,7.712836707898921,0.17454559948979592,125.38265306122449,126.38775510204081,0.40837277054697685,135
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball game .png","A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball game .png","A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball game",2308.205891488019,3041.0422521179585,94.91701211734694,107.60817920918367,277.9323269910684,6.144979956138846,0.08500079719387756,123.31632653061224,125.77551020408163,0.40819168025609776,136
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/inspiring scene showing a glittering basktball championship trophy at the center of the maze. The trophy is bathed in bright sunlight, rendered in vivid yellows and golds, with surrounding hues of lime greens and sky blues. 42.png","inspiring scene showing a glittering basktball championship trophy at the center of the maze. The trophy is bathed in bright sunlight, rendered in vivid yellows and golds, with surrounding hues of lime greens and sky blues. 42.png","inspiring scene showing a glittering basktball championship trophy at the center of the maze. The trophy is bathed in bright sunlight, rendered in vivid yellows and golds, with surrounding hues of lime greens and sky blues.",1789.3262465706657,1669.2613074351182,108.01365194515306,129.94887994260205,254.63558387217665,6.461509970003463,0.1468231823979592,125.7295918367347,126.76530612244898,0.40671292310207285,137
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A vibrant scene of a basketball navigating through a colorful maze, with bright, cheerful colors. Lime greens, sunny yellows, and sky blues emphasize the maze’s intricate design and the basketball’s path. The background features playful pattern.png","A vibrant scene of a basketball navigating through a colorful maze, with bright, cheerful colors. Lime greens, sunny yellows, and sky blues emphasize the maze’s intricate design and the basketball’s path. The background features playful pattern.png","A vibrant scene of a basketball navigating through a colorful maze, with bright, cheerful colors. Lime greens, sunny yellows, and sky blues emphasize the maze’s intricate design and the basketball’s path. The background features playful pattern",1752.2602724766662,1207.4845237103455,92.38934948979592,137.26626275510205,324.37796756868863,7.324435508155501,0.1622688137755102,126.20408163265306,127.0204081632653,0.4062761184968843,138
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A basketball player launching into a high jump shot at the maze’s central crossroads, with maze walls glowing in lime greens and sky blues. The basketball is captured mid-air in a bright sunny yellow, symbolizing hope and ambition.png","A basketball player launching into a high jump shot at the maze’s central crossroads, with maze walls glowing in lime greens and sky blues. The basketball is captured mid-air in a bright sunny yellow, symbolizing hope and ambition.png","A basketball player launching into a high jump shot at the maze’s central crossroads, with maze walls glowing in lime greens and sky blues. The basketball is captured mid-air in a bright sunny yellow, symbolizing hope and ambition",1839.6186312204313,2167.1364650924347,110.71753427933673,112.11535395408163,296.1372706225392,6.059322675833011,0.1490154655612245,125.07142857142857,126.1734693877551,0.40493283941470376,139
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/Illustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors .png1.png","Illustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors .png1.png","Illustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors .png",2302.022828767488,1366.6491259036948,90.90854193239795,146.48531170280611,325.29329566861895,5.23297262412834,0.10841836734693877,125.40816326530613,126.48469387755102,0.40453130461966086,140
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A poignant scene where a player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support and pause .png","A poignant scene where a player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support and pause .png","A poignant scene where a player takes a timeout due to an injury, surrounded by concerned teammates, set against a backdrop of softer hues of blues and greens, reflecting a moment of support and pause",2437.5084016949218,3144.3790722494005,93.73457429846938,109.3128587372449,201.12201695497419,4.286234744579998,0.06752232142857142,123.88775510204081,126.98979591836735,0.40382328786286203,141
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/An abstract basketball court blended with cosmic elements--planets, stars, and galaxies intertwine with the court lines, rendered in deep blues, purples, and neon highlights, creating an ethereal, otherworldly atmosphere.png","An abstract basketball court blended with cosmic elements--planets, stars, and galaxies intertwine with the court lines, rendered in deep blues, purples, and neon highlights, creating an ethereal, otherworldly atmosphere.png","An abstract basketball court blended with cosmic elements--planets, stars, and galaxies intertwine with the court lines, rendered in deep blues, purples, and neon highlights, creating an ethereal, otherworldly atmosphere",1797.399110520532,1722.7444190399613,73.1451490752551,146.7624960140306,296.9966336329994,6.431968862313366,0.14239875637755103,126.3061224489796,126.62244897959184,0.40372343561099355,142
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A moment of tip-off is reimagined as an explosive event, where dozens of basketballs burst upwards from the center court in the maze. The balls, bright in sunny yellows and oranges, contrast dramatically against the maze’s calming sky blue.png","A moment of tip-off is reimagined as an explosive event, where dozens of basketballs burst upwards from the center court in the maze. The balls, bright in sunny yellows and oranges, contrast dramatically against the maze’s calming sky blue.png","A moment of tip-off is reimagined as an explosive event, where dozens of basketballs burst upwards from the center court in the maze. The balls, bright in sunny yellows and oranges, contrast dramatically against the maze’s calming sky blue",1154.8557449598052,1847.8261665174748,132.80803571428572,145.73046875,198.4757750124067,5.235975926336793,0.1172672193877551,126.72448979591837,127.13265306122449,0.40351950201026576,143
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/Capture the essence of dribbling through a complex maze, with a basketball artfully dodging obstacles. Bright, cheerful colors like lime greens, sunny yellows, and sky blues highlight the ball's swift movements and the maze's challenging paths.png","Capture the essence of dribbling through a complex maze, with a basketball artfully dodging obstacles. Bright, cheerful colors like lime greens, sunny yellows, and sky blues highlight the ball's swift movements and the maze's challenging paths.png","Capture the essence of dribbling through a complex maze, with a basketball artfully dodging obstacles. Bright, cheerful colors like lime greens, sunny yellows, and sky blues highlight the ball's swift movements and the maze's challenging paths",1927.2768353300985,1458.7911376661614,90.87872688137755,123.30446827168367,387.67125372498276,7.554134277076475,0.1353435905612245,126.79591836734694,126.97448979591837,0.403031823354377,144
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/llustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors .png","llustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors .png","llustrate a rigorous training session within the maze, with basketball players running drills and coaches giving instructions, all set against a backdrop of motivational banners in bright colors",2419.4543720296388,2117.008689558611,71.10554846938776,138.4817044005102,299.2432055404687,5.060068217556221,0.11138791454081633,125.57142857142857,125.70408163265306,0.40302712230459187,145
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A scene depicting a basketball player executing a perfect jump shot at a crucial junction within the maze. The maze's walls are adorned in lime greens and sky blues, with the basketball painted in a glowing sunny yellow, capturing the critical moment.png","A scene depicting a basketball player executing a perfect jump shot at a crucial junction within the maze. The maze's walls are adorned in lime greens and sky blues, with the basketball painted in a glowing sunny yellow, capturing the critical moment.png","A scene depicting a basketball player executing a perfect jump shot at a crucial junction within the maze. The maze's walls are adorned in lime greens and sky blues, with the basketball painted in a glowing sunny yellow, capturing the critical moment",2008.3516406496149,2093.360625485569,141.93257732780611,112.16432158801021,268.70294162689095,5.2578761824587135,0.07874282525510204,126.98469387755102,125.96938775510205,0.3958175403456358,146
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A vibrant scene of a basketball navigating through a colorful maze, with bright, cheerful colors. Lime greens, sunny yellows, and sky blues emphasize the maze’s intricate design and the basketball’s path. The background features playful patterns.png","A vibrant scene of a basketball navigating through a colorful maze, with bright, cheerful colors. Lime greens, sunny yellows, and sky blues emphasize the maze’s intricate design and the basketball’s path. The background features playful patterns.png","A vibrant scene of a basketball navigating through a colorful maze, with bright, cheerful colors. Lime greens, sunny yellows, and sky blues emphasize the maze’s intricate design and the basketball’s path. The background features playful patterns",891.2031544490852,971.5478843920492,109.71115672831633,140.45703125,381.95795656685505,8.351981596349534,0.18034518494897958,126.32142857142857,126.96938775510205,0.395046914318479,147
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball game.png","A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball game.png","A stoic basketball player guards a mystical hoop located at a strategic bend in the maze, with walls of sky blue and ground of lime green, symbolizing defense and vigilance in the basketball game",2533.0621455726928,2769.005597683038,90.56720344387755,117.41852678571429,236.54095389907184,5.553266967190287,0.10815927933673469,123.80102040816327,123.69897959183673,0.39286249516252364,148
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/ inspiring scene showing a glittering basktball championship trophy at the center of the maze. The trophy is bathed in bright sunlight, rendered in vivid yellows and golds, with surrounding hues of lime greens and sky blues. Players are depicted .png"," inspiring scene showing a glittering basktball championship trophy at the center of the maze. The trophy is bathed in bright sunlight, rendered in vivid yellows and golds, with surrounding hues of lime greens and sky blues. Players are depicted .png"," inspiring scene showing a glittering basktball championship trophy at the center of the maze. The trophy is bathed in bright sunlight, rendered in vivid yellows and golds, with surrounding hues of lime greens and sky blues. Players are depicted",1853.297832019092,1725.5823654639032,106.6104512117347,130.30233577806123,226.54846354693984,5.864949832919135,0.13486527423469388,125.45408163265306,126.38775510204081,0.3918614900821369,149
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/basketball player performing a slam dunk at the center of the maze, with walls adorned in bright, cheerful patterns. The explosive movement and the vibrant clash of colors emphasize the spectacle and the peak moment of basketball action .png","basketball player performing a slam dunk at the center of the maze, with walls adorned in bright, cheerful patterns. The explosive movement and the vibrant clash of colors emphasize the spectacle and the peak moment of basketball action .png","basketball player performing a slam dunk at the center of the maze, with walls adorned in bright, cheerful patterns. The explosive movement and the vibrant clash of colors emphasize the spectacle and the peak moment of basketball action",1139.065214331471,1485.2337288005099,111.57140864158163,160.86784518494898,235.04767917720233,5.488720001096975,0.09544403698979592,127.28061224489795,127.41326530612245,0.38723411501401445,150
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. .png","A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry. .png","A scene where a basketball player's jump shot is mirrored in water on the maze floor, creating a dual image of perfect symmetry.",1557.184210896921,2026.6887968227056,150.15216438137756,118.51636240433673,214.56864980086803,5.402083590657824,0.08500079719387756,125.83673469387755,126.35204081632654,0.3852151649677811,151
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A scene depicting a basketball player executing a perfect jump shot at a crucial junction within the maze. The maze's walls are adorned in lime greens and sky blues, with the basketball painted in a glowing sunny yellow, .png","A scene depicting a basketball player executing a perfect jump shot at a crucial junction within the maze. The maze's walls are adorned in lime greens and sky blues, with the basketball painted in a glowing sunny yellow, .png","A scene depicting a basketball player executing a perfect jump shot at a crucial junction within the maze. The maze's walls are adorned in lime greens and sky blues, with the basketball painted in a glowing sunny yellow,",2121.452308168471,2299.9414394718838,136.42325015943877,109.52927694515306,244.68661174199025,4.957874757291733,0.056321747448979595,126.93367346938776,125.74489795918367,0.38235791935581215,152
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/An innovative basketball scene where the maze appears inverted, with the player executing a jump shot from what seems like the ceiling. The maze walls, painted in lime greens and sky blues, and the glowing yellow basketball add a visually.png","An innovative basketball scene where the maze appears inverted, with the player executing a jump shot from what seems like the ceiling. The maze walls, painted in lime greens and sky blues, and the glowing yellow basketball add a visually.png","An innovative basketball scene where the maze appears inverted, with the player executing a jump shot from what seems like the ceiling. The maze walls, painted in lime greens and sky blues, and the glowing yellow basketball add a visually",2736.0856125433406,2387.1541154339684,102.19686702806122,109.53234614158163,168.50531592899318,4.364511104251397,0.08729272959183673,124.36734693877551,125.7295918367347,0.38158404383895284,153
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A high-energy scene of an All-Star basketball game in downtown Los Angeles. The cityscape and iconic landmarks are visible in the background, with star players showcasing their skills on the court. The design is vibrant and full of excitement.png","A high-energy scene of an All-Star basketball game in downtown Los Angeles. The cityscape and iconic landmarks are visible in the background, with star players showcasing their skills on the court. The design is vibrant and full of excitement.png","A high-energy scene of an All-Star basketball game in downtown Los Angeles. The cityscape and iconic landmarks are visible in the background, with star players showcasing their skills on the court. The design is vibrant and full of excitement",1693.2634233436136,1570.4078291959704,86.97452965561224,147.40021125637756,220.29015530277536,5.649426921069545,0.12262834821428571,126.28061224489795,126.7704081632653,0.3795482233021228,154
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A high-energy scene of an All-Star basketball game in downtown Los Angeles. The cityscape and iconic landmarks are visible in the background, with star players showcasing their skills on the court. .png","A high-energy scene of an All-Star basketball game in downtown Los Angeles. The cityscape and iconic landmarks are visible in the background, with star players showcasing their skills on the court. .png","A high-energy scene of an All-Star basketball game in downtown Los Angeles. The cityscape and iconic landmarks are visible in the background, with star players showcasing their skills on the court.",1693.2634233436136,1570.4078291959704,86.97452965561224,147.40021125637756,220.29015530277536,5.649426921069545,0.12262834821428571,126.28061224489795,126.7704081632653,0.3795482233021228,154
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/A dynamic scene featuring basketballs being slam-dunked from multiple directions into a central, maze-like hoop setup. The basketballs, glowing in shades of sunny yellow and vibrant orange, create a stunning visual against a backdrop of lime green.png","A dynamic scene featuring basketballs being slam-dunked from multiple directions into a central, maze-like hoop setup. The basketballs, glowing in shades of sunny yellow and vibrant orange, create a stunning visual against a backdrop of lime green.png","A dynamic scene featuring basketballs being slam-dunked from multiple directions into a central, maze-like hoop setup. The basketballs, glowing in shades of sunny yellow and vibrant orange, create a stunning visual against a backdrop of lime green",1441.1787204114091,1801.0821920445496,135.84165736607142,121.61822385204081,229.56561844378876,5.435880537559742,0.12503985969387754,126.41326530612245,125.89795918367346,0.3763958855271924,156
"/Users/tatiana/Downloads/Metaposters - Basketball Posters/originals/Multiple basketballs mimic each other’s paths in echo-like patterns, creating layers of movement within the maze. This complex choreography, depicted in sunny yellows and oranges, forms a striking contrast against.png","Multiple basketballs mimic each other’s paths in echo-like patterns, creating layers of movement within the maze. This complex choreography, depicted in sunny yellows and oranges, forms a striking contrast against.png","Multiple basketballs mimic each other’s paths in echo-like patterns, creating layers of movement within the maze. This complex choreography, depicted in sunny yellows and oranges, forms a striking contrast against",1575.3784994935872,1769.8404530258276,121.49894371811224,135.02453364158163,308.44318929016396,4.421989366475066,0.0680404974489796,126.11224489795919,126.85204081632654,0.37439838861762126,157
